,_id,textDisplay,Overview sentiment,Features,,เพิ่มใน Lexicon
939,64b6c01aa4428eeea7531f83,เหตุผลง่ายๆก็มี 1.คือมันเป็นของใหม่ 2.มันมีออโตโฟกัสกล้องหน้า 3.แบตอึดกว่านิดๆหน่อยๆข้อเสียคือ 1.ราคาเปิดตัวแพงสัส 2.มันเป็นพอร์ตไลท์นิ่ง 3.จอมันเป็น60 4.กล้องน้อยกว่า13pro รวมๆ14ก็ไม่ได้แย่ ,neu,"กล้อง:neu,แบต:pos,จอ:neu",,
940,64b6c01aa4428eeea7532036,fpsร่วงไม่ต่างกัน,neg,จอ:neg,,
941,64b6c01aa4428eeea7532101,จอเขียวไม่น่าใช้เลย,neg,จอ:neg,,
942,64b6c01aa4428eeea753216a,ถ้าไม่คิดระแวงเรื่องจอก็ 13 โปรแม็ค แต่ถ้าจากใจคนที่ใช้ iPhone อยู่ตอนนี้นะรู้สึกชอบ s23 มากกว่าแต่เรื่องเล่นเกมอันนี้ก็ไม่รู้นะแต่ต้อง รดูดีวิวเต็มดีกว่าครับผม,neg,,,
943,64b6c01aa4428eeea75321f8,ราคาขนาดนี้หน้าจอน่าจะ 90หรือ120เเล้วนะ กั๊กชิปหาย,neg,,,
944,64b6c01aa4428eeea75321fd,ตอนนั้นใช้7พลัสอยู่เทียบกันเล็กกว่าจอ7พลัสอีก 13ไปเลยกำลังดีจัดมาแล้ว,pos,,,
945,64b6c01aa4428eeea7531f62,แค่จอ 120Hz ก็คุ้มแล้ววววววววว ,pos,จอ:pos,,
946,64b6c01aa4428eeea7531f62,ใครจะเถียง 14 แล้วไง จอ 60Hz คือใช้แล้วจะกลับมา Hz น้อยไม่ได้อีกเลยยย,neg,จอ:neg,,
947,64b6c01aa4428eeea7531fde,10:00 ตอบให้เลยครับแบตเตอรี่ครับ ความร้อนกับแบตเตอรี่มีผลต่อการใช้งานครับ,neu,แบต:neu,,
948,64b6c01aa4428eeea753208f,เวลาใช้กล้อง ,neu,,,
949,64b6c01aa4428eeea753208f,บางทีกล้องมันเหมือนจะเปลี่ยนเลนเองหรืออะไรสักอย่างมันเบลออะคับ ,neu,กล้อง:neu,,
950,64b6c01aa4428eeea753208f,บางทีก็ไม่ค่อยโฟกัส เป็นเพราะ ติดฟิลม์ครอบเลนกล้องหรือป่าวคับ,neu,กล้อง:neu,,
951,64b6c01aa4428eeea75320a0,อยากซื้อ13pro max แต่กลัวจอเขียวจัง,neu,,,
952,64b6c01aa4428eeea75320e1,กล้อง​ ,neu,,,
953,64b6c01aa4428eeea75320ed,13 pro แบตอึดกว่า,pos,แบต:pos,,
954,64b6c01aa4428eeea7531eac,ชอบจอเล็ก ,pos,จอ:pos,,
955,64b6c01aa4428eeea7531f01,ช่วงนี้ไม่เห็นพี่นิวมารีวิวกล้องเลยครับ,neu,,,
956,64b6c01aa4428eeea7531f21,เน้นจอ120hzเถอะ ,neu,จอ:neu,,
957,64b6c01aa4428eeea7531f21,ใครจะเอาจอ 60hzคับเนี่ย,neu,จอ:neu,,
958,64b6c01aa4428eeea7531f9e,คนตัดน่าจะเบลอเพราะดูจากรอยบากกับความบางของขอบจอ,neu,,,
959,64b6c01aa4428eeea7532011,"ปล.ของเพื่อนเราเป็นเครื่องเมกา ของนางจอขาวรอบแรกไปส่งศูนย์พนักงานแจ้งว่าค่าเปลี่ยนจอประมาณ 13,000 เพื่อนเรามาถามเราว่าควรทำไง ",neu,,,
960,64b6c01aa4428eeea7532050,ประกันหมดรึยังคะ ต้องไปที่จอเขียว,neu,,,
961,64b6c01aa4428eeea7532052,iPhone 13 Pro Max จอเขียวเปลี่ยนที่ศูนย์ฟรีครับ ,neu,,,
962,64b6c01aa4428eeea753206b,ดีครับ แบตอึด แต่หนักครับ,pos,แบต:pos,,
963,64b6c01aa4428eeea7532084,จอเขียวอ่ะดิหมดประกันปุ๊ปเล่นงานกุเลย​  ,neg,จอ:neg,,
964,64b6c01aa4428eeea75320b8,ของผมก็จอเขียวใช้มาเกือบปีกว่าพึ่งมาเป็นเมื่อวาน,neg,จอ:neg,,
965,64b6c01aa4428eeea75320ce,ยืนยันอีกเสียงเรื่องแบตโคตรอึดจริง ,pos,แบต:pos,,
966,64b6c01aa4428eeea75320ce,สุขภาพแบตเหลือ 85 ยังใช้งานได้ทั้งวันครับ😎,pos,แบต:pos,,
967,64b6c01aa4428eeea7531f1d,ขอเทคนิคถ่ายรูปหน้าเบลอหลังชัดใน ไอโฟน14 หน่อยครับ,neu,,,
968,64b6c01aa4428eeea7531fea,ทีแรกตัดสินใจว่า14pm or -13pm ดี 14 pm พอเห็นอัดหน้าจอแล้วอีติ่งโผล่ด้วยในคลิป จบเลยจ้า ไป13 pm,neg,,,
969,64b6c01aa4428eeea753200a,ยังจอขาวอยู่มั้ย 13pm,neu,,,
970,64b6c01aa4428eeea753201a,แต่เรื่องแบต 13 pro กินขาดเลยจริงๆค่ะ   นี่ถ้าเป็นpro max คงจะโครตอึดเลย  ,pos,แบต:pos,,
971,64b6c01aa4428eeea753201a,ดูหนัง ดูยูทูปทั้งวันเลยค่ะ    แบตก้ยังเหลือ  ,pos,แบต:pos,,
972,64b6c01aa4428eeea7532077,@Phazok Mobile แนะนำ 11PM ครับ 12PM แบตไม่ดีเลย ,neg,แบต:neg,,
973,64b6c01aa4428eeea7532077,กล้องสีต่างกินนิดเดียว ,neu,กล้อง:neu,,
974,64b6c01aa4428eeea7532077,ยิ่งเล่นเกม 11PM แบตอึดมากๆ ,pos,แบต:pos,,
975,64b6c01aa4428eeea753207a,ซื้อ 13pm มาก่อนจะมีปัญหาจอเขียว ,neg,จอ:neg,,
976,64b6c01aa4428eeea7532094,ผมใช้ 14 Pro mxa บันทึกหน้าจอแก้ไขแล้วครับ ,pos,,,
977,64b6c01aa4428eeea7532094,แบตเหลือ72-78ส่วนตัวผมโอเค ถือว่าใช้งานระยะยาวเลย,pos,แบต:pos,,
978,64b6c01aa4428eeea75320cc,ถ้าจอเขียวละเคลมไม่ได้ขึ้นมา ,neg,,,
979,64b6c01aa4428eeea75320dc,@Mon Cus 13pm เตอะครับ แบตถึกว่า จอใหญ่กว่าๆๆๆ ,pos,"แบต:pos,จอ:pos",,
980,64b6c01aa4428eeea75320dc,ถ้าไม่สนใจกล้อง 13pm win จากคนเคยใช้ 14p,neu,,,
981,64b6c01aa4428eeea7532141,ราคาเปลี่ยนจอประมาณ15000 ,neu,,,
982,64b6c01aa4428eeea7532172,เเล้วจอจะเป็นสีไหม,neu,,,
983,64b6c01aa4428eeea7532198,แบตเตอรี่ใช้ได้กี่ชม.คะเล่นเฟส ไลน์ ติ๊กต่อก ,neu,,,
984,64b6c01aa4428eeea75321fe,จอมีบากบะเร่อไม่พัฒนาเลย ,neg,,,
985,64b6c01aa4428eeea753220b,ห่วงเรื่องเดียวคือแบต หมดไวจริง ,neg,แบต:neg,,
986,64b6c01aa4428eeea753220b,ครึ่งวันต้องชาร์ตแล้ว เลยจะกลายเป็นห่วงว่าแบตจะหมดระหว่างไปไหนมาไหนแล้วไม่ได้เอาที่ชาร์ตไป,neu,,,
987,64b6c01aa4428eeea7531dd8,แบต90 ประกันเพิ่งหมดต้นเดือนเอง,neu,,,
988,64b6c01aa4428eeea7531dda,ติ่งจอหายไปเมื่อไหร่ค่อยเจอกัน,neu,,,
989,64b6c01aa4428eeea7531e1e,แบต3000แต่ราคาหลายหมื่น,neu,,,
990,64b6c01aa4428eeea7531f14,"ราคา 30,000+ ต้องจอ120เฮิตเท่านั้น ",neu,จอ:neu,,
991,64b6c01aa4428eeea7531f5e,ถ้าเน้นกล้อง 14pm ,neu,,,
992,64b6c01aa4428eeea7531f5e,ถ้าเน้นเกมก็ 14pm นั้นเเหละเเต่สําหรับ cpu ตัวใหม่มันยังไม่เสถียรมีกระตุก rov ก็ 30-40fps สต ว่าเกมเเนะนํา13pm อยู่ ,pos,,,
993,64b6c01aa4428eeea7531f8e,ซื้อตอนนี้ประกันหมดปีหน้าได้จอ 120hz ราคาประมาณ 26 - 28k ,neu,,,
994,64b6c01aa4428eeea7532023,ดีทุกอย่างแต่จอจะพังเมื่อไหร่ไม่ทราบ,neg,จอ:neg,,
995,64b6c01aa4428eeea7532071,เพราะต้องการแค่จอใหญ่ไว้เล่นเกม ,neu,จอ:neu,,
996,64b6c01aa4428eeea7532071,14plus (ด้วยขนาดหน้าจอเท่าตัว max) ผมไม่ซื้อ ,neu,จอ:neu,,
997,64b6c01aa4428eeea753167b,ไม่ประทับใจกล้องมากๆ ,neg,กล้อง:neg,,
998,64b6c01aa4428eeea753167c,ทำให้คนที่ถ่ายแล้วไม่สวย ,neg,,*,
999,64b6c01aa4428eeea753167c,ส่วนคนหล่อเอาอะไรถ่ายก็หล่อ ,pos,,*,
1000,64b6c01aa4428eeea75316e3,ยืม13Promax ของเพื่อนถ่าย ถ่ายออกมาว้าวมากก บิวตี้มากก,pos,กล้อง:pos,,
1001,64b6c01aa4428eeea75316ef,คนทั่วไปก็ชอบแบบถ่ายแล้วไม่ต้องแต่ง ,neu,,,
1002,64b6c01aa4428eeea75316ef,สิ่งที่ apple ควรทำคือมีโหมดบิวตี้ขึ้นมาให้ถ่ายแล้วเหมือนแต่งภาพเลย ,neu,,,
1003,64b6c01aa4428eeea7531776,@RaieL BeLLCroSS ลองย้ายมาดูครับ จะได้รู้ว่าเวลาเบื่อๆเพราะงานเสร็จก่อนเวลาแล้วต่อมือถือ เข้าจอคอมใหญ่ๆสีสดๆ ,,,,
1004,64b6c01aa4428eeea7531776,มือถือจอย แล้วเปิดเกนชินเล่นมันรอเวลากลับ ,,,,
1005,64b6c01aa4428eeea7531780,ผมชอบเกือบทุกอย่างยกเว้นไดนามิค ไอซ์แลนด์ กับเรื่องความร้อนและแบตเตอร์รี่,,,,
1006,64b6c01aa4428eeea7531791,อีกอย่างของข้อเสียคือ เครื่องร้อนจอดำบ่อยมากกกก,,,,
1007,64b6c01aa4428eeea7531796,ใช้ RENO 5 PRO  😅 แบตอึด ,,,,
1008,64b6c01aa4428eeea75317a9,กล้องสีซีดจริง ,,,,
1009,64b6c01aa4428eeea75317fe,ขอแชร์เรื่องการถ่ายภาพ จากใจคนใช้14pm ให้ตั้งค่าตามกล้องสาวจีนจะช่วยได้เยอะค่ะ ,,,,
1010,64b6c01aa4428eeea75317ff,เปิดกล้องแบตลดเร็ว ,,,,
1011,64b6c01aa4428eeea75317ff,ส่วนกล้องต้องปรับความสว่างที่ +0.7 ,,,,
1012,64b6c01aa4428eeea753188c,ผมใช้ 14p อยู่ครับ เวลาเล่นเกมผมจะถอดเคสออกแล้วเล่นในที่เย็น ๆ หรือเอาโทรศัพท์ไปจ่อพัดลมเลยครับ rov pubg genshin ปรับสุด 120 เฟรมนิ่ง ๆ ไม่ดรอป เล่นได้ยันแบตหมดเลยครับ หรือไม่ก็ต้องไปหาพัดลมมาติดด้านหลังโทรศัพท์ ทำยังไงก็ได้ให้เครื่องไม่ร้อนตอนเล่นเกม ,,,,
1013,64b6c01aa4428eeea75318c0,จะมีแอพที่ชื่อว่า Floating screen ครับเอาไว้วัดค่าหน้าจอ Hz ใน iphoneสำหรับรุ่น 14pro/pro max ตอนจอนิ่งๆจะวิ่งอยู่ที่ 60Hz ,,,,
1014,64b6c01aa4428eeea75318c0,พอปัดเร็วๆจะติดค้างอยู่แค่ 80Hz ,,,,
1015,64b6c01aa4428eeea75318c0,120Hz ทำให้กินพลังงานมากกว่าปกติเพราะตอนจอนิ่งๆ ค้างที่ 60Hzส่วน ,,,,
1016,64b6c01aa4428eeea75318c0,13pro/pro max เวลาจอนิ่งๆ จะทำงานอยู่ที่ 10Hz ,,,,
1017,64b6c01aa4428eeea75318c0,ครับ แล้วพอปัดเร็วๆ จะวิ่งได้ถึง 120Hz ครับ นี่เป็นอีก 1 บัค ที่ทาง Apple ,,,,
1018,64b6c01aa4428eeea753228a,ใช้มาตั้งแต่ 12 mini ชอบมากจนตอนนี้จับจอใหญ่ไม่ชิน ,,,,
1019,64b6c01aa4428eeea7532296,ถ้าถ่ายวิว ซัมซุงถ่ายสวย ,,,,
1020,64b6c01aa4428eeea753231f,@Thanathorn Thubthimthong  ดีกว่าแค่ขนาดจอ ,,,,
1021,64b6c01aa4428eeea753236b,เล่น12 ชัวโมง เล่นแต่เฟสกับดูยูทูป แบตจะหมดมั้ยคับ,,,,
1022,64b6c01aa4428eeea753238b,มาเห็นตอนนี้ก็ไม่ทันแล้วผมเพิ่งจัดi11 สีเขียวมาวันนี้เลยแต่พอดูจบก๘็อยากได้11นั่นแหละครับ55555555เรามันสายเล่นเกมจอมัน300ppiขึ้นไปก็แทบแยกไม่ออกแล้ว#พูดปลอบใจตัวเอง,,,,
1023,64b6c01aa4428eeea75323bb,ครับ อยากเห็นความแตกต่างของเครื่องกับจอครับ,,,,
1024,64b6c01aa4428eeea753243c,"รอ ไอโฟน ทำแบต 5,000 เล่นนานเครื่องไม่ร้อน ",,,,
1025,64b6c01aa4428eeea75324cc,iphone 12  แพ้แค่จอเล็กกว่าค่ะนอกนั้นชนะแบบขาดลอยเลยคุ้มค่ากับส่วนต่าง,,,,
1026,64b6c01aa4428eeea7532528,มันมินิแค่ขนาดจอเองนะ,,,,
1027,64b6c01aa4428eeea7532569,เรื่องจอ เทสแบบเปิดดูความละเอียดเท่ากัน เเทบไม่ต่างกันเลย (ดูจากอีกช่องนะ),,,,
1028,64b6c01aa4428eeea75325b7,เขาว่าไอโฟน12แบตไหลจริงปะคับ,,,,
1029,64b6c01aa4428eeea7532600,ใหม่กว่าย่อมดีกว่า 12โปร3กล้อง ,,,,
1030,64b6c01aa4428eeea7532600,มันเท่มากงานกล้องครอบคุมแต่ไม่มีcinematic ,,,,
1031,64b6c01aa4428eeea7532600,อันนี้เสียดายมาก13แน่แนนอายุการใช้งานนานกว่า เพราะเป็นตัวไหม่แบตอึดขึ้น ,,,,
1032,64b6c01aa4428eeea7532600,มีcinematic(วีดีโอหน้าชัดหลังเบลอ)นอกเหนือจากนั้นแทบจะไม่มีอะไรต่าง,,,,
1033,64b6c01aa4428eeea7532186,กล้องสวยปกติดี ,,,,
1034,64b6c01aa4428eeea7532186,วีดีโอสมูทมากมี stabilization เจ๋งไปอีก ก็ไม่รู้ว่าต่อไป Apple จะทำมินิออกมาอีกไหม ,,,,
1035,64b6c01aa4428eeea75321b0,ผมชอบกน้าจอประมาน5.1,,,,
1036,64b6c01aa4428eeea7532254,ลากจอบนสุดถึงล่างสุดในมือเดียวไม่ได้ ,,,,
1037,64b6c01aa4428eeea7532254,จอเหมือนจะเล็กสุดแต่ใช้จริงๆไม่เล็กขนาดนั้น ,,,,
1038,64b6c01aa4428eeea7532254,แบตที่ว่าน้อยก็เหลือพอถึงตอนเย็น ,,,,
1039,64b6c01aa4428eeea7532254,"ไม่ค่อยเป็นปัญหาเลย (อาจจะแค่เล่น face,line) แล้วกล้องคุณภาพเทพ ",,,,
1040,64b6c01aa4428eeea75323b7,ไมแบตผมอยู่ได้ทั้งวัน 555 หรือได้ของปลอมหว่า,,,,
1041,64b6c01aa4428eeea75323f4,เป็นไงมั่งครับ แบตพอใช้มั้ย วันนึง,,,,
1042,64b6c01aa4428eeea7532414,เราไม่มีปัญหาเรื่องขนาดหน้าจอ ,,,,
1043,64b6c01aa4428eeea7532414,เพราะชอบจอเท่าse ,,,,
1044,64b6c01aa4428eeea753244c,ซื้อip11ตั้งแต่วันแรกๆบอกเลยคุ้มค่ากับราคาที่สุดตั้งแต่ใช้ip4sมาโดยเฉพาะเรื่องกล้องip12ทุกรุ่นยังไม่เคยลองแต่ไม่ชอบดีไซเดิมๆประสิทธิภาพก็แค่พัฒนาไปตามรุ่นส่วน5gรอhardwareพัฒนารองรับให้เสถียรอีกซักปี2ปีจะดีกว่าคนที่ควรเปลี่ยนคือตั้งแต่ip8ลงไปถ้าอยากอะนะ,,,,
1045,64b6c01aa4428eeea7532135,เรื่องกล้อง สวย ละมุน ครับ,,,,
1046,64b6c01aa4428eeea7532144,คือ  ปัญหาจอเขียว ผมก็เจอ ใช้ได้ 10 เดือนคือจอพังใช้ถนอมทุกอย่าง ,,,,
1047,64b6c01aa4428eeea75321ad,หน้าจอที่กำลังพอดี ,,,,
1048,64b6c01aa4428eeea7532212,แบตอึดกว่า 12 อีก ,,,,
1049,64b6c01aa4428eeea7532364,เบต้าเเบตเหลือ 83% ,,,,
1050,64b6c01aa4428eeea7532364,จอไม่เคยเเตก ,,,,
1051,64b6c01aa4428eeea7532367,ถ้าเปิด5จีทั้งร้อนทั้งเเบตไหลคีับ...เเต่ถ้าใช้เเค่4จีจะร้อนปกติไม่ร้อนจ๋ามากก,,,,
1052,64b6c01aa4428eeea75323e5,ลังเลอยู่ค่ะตอนนี้ ได้มาราคาเท่ากัน mini ใช้แล้วเป็นไงบ้างคะ แบตไหลมั้ย,,,,
1053,64b6c01aa4428eeea7532481,ถามหน่อยครับ.  เลนส์ อัลตร้า ไว   ใน iphone 12 มีความต่าง ไหม ครับ กับ 11.    เพราะ ของเพื่อนผม 12.  พอถ่าย ออกมา เหมือน จะ ดีกว่าเลย ,,,,
1054,64b6c01aa4428eeea7532490,ผมจัดมาละ 12 mini ใช้งานแค่ โทร  เล่นเฟส ไอจี ไลน์ บ้าง  ดู Netflix YouTube เฉลี่ย วันละ 1-2 ชม. อยู่ได้ทั้งวันครับถ้าเปิดประหยัดแบต ,,,,
1055,64b6c01aa4428eeea75324b5,เอาจริงๆผมว่าแค่เรื่องแบตสำหรับคนทั่วๆไปคงชินเเล้วละถึงจะใช้รุ่นไหนก็ชาร์ตระหว่างวันอยู่ดีอยู่ที่จะชาร์ตช่วงไหนแค่นั้นเเละ แต่ภาพรวมก็ ไอโฟน 12mini แจ๋มดีครับ,,,,
1056,64b6c01aa4428eeea7532505,รุ่น 11 ติดเรื่องหน้าจออย่างเดียวเลย ,,,,
1057,64b6c01aa4428eeea7532505,ก็ควรจะได้จอดีๆในราคานี้อะ,,,,
1058,64b6c01aa4428eeea7531e37,อวยยจนงงชอบโทรศัพท์ถ่ายรูปและวีดีโอ,,,,
1059,64b6c01aa4428eeea7531e43,@Keng Kiti ทุกวันนี้เห็นผลเทสออกมาก็ไม่เห็นว่าจะมีตัวไหนล้าหลังชาวบ้านนะครับทั้งจอ แบต กล้อง ชิป os มันก็ทั้งเครื่องละ  บางอย่างก็นำชาวบ้านไปพอตัว ,,,,
1060,64b6c01aa4428eeea7531e8f,12 64GB แต่ 13 /13 mini เริ่ม 128 นะครับ ไซส์หน้าจอแล้วแต่ความชอบครับ,,,,
1061,64b6c01aa4428eeea7531ed9,ซื้อ 14 px  มา แล้ว 🎉 14 px ดี กว่า 🎉  กล้อง 🎥 48 ล้าน ,,,,
1062,64b6c01aa4428eeea7532015,ดีทุกอย่างยกเว้นปัญหาจอเขียวนี่แหละ พึ่งได้มือถือที่ส่งเคลมจอเขียวมาเมื่ออาทิตย์ก่อนเองค่ะ ,,,,
1063,64b6c01aa4428eeea7532015,ไม่งั้นค่าเปลี่ยนจอคืออ่วมเลยยยยยยย ,,,,
1064,64b6c01aa4428eeea7532069,ติดฟิล์มรอบเครื่อง เผื่อใช้ไปแล้วเบื่ออยากขายต่อราคาก็ยังดีครับ อย่าง 11 pm มือสองก็ยัง 17000-20000 คือถ้าไม่ติด dynamic island กับคาดหวังกล้องสุดแบบ  Samsung อย่างทุกอย่างอยู่ในระดับดี-ดีมาก ,,,,
1065,64b6c01aa4428eeea753206c,ถ้าไม่ติดเรื่องกลัวจอเขียว คือขอใช้ไปยาวๆ หลายๆ ปีเลย ,,,,
1066,64b6c01aa4428eeea753206f,มันมีข้อเสียเล็กน้อยคือ Zoom Zoom และถ่ายภาพที่มีแสงสะท้อนได้ค่อนข้างแย่,,,,
1067,64b6c01aa4428eeea75320a3,iphone 13 ธรรมดาหน้าจอจะเขียวมั้ย,,,,
1068,64b6c01aa4428eeea75320ae,ส่วนตัวคิดว่าเรื่องกล้องยังไง 14pm ก็ชนะอยู่แล้ว ,,,,
1069,64b6c01aa4428eeea75320ae,ยิ่งถ่าย RAWได้อีก,,,,
1070,64b6c01aa4428eeea75320b7,นี่ใช้มา 10 เดือนจะ 11 เดือนแล้วยังไม่เจอปัญหาอะไรแต่จะรอดูตอนหมดประกันว่าจะเจอไหม แต่ก็เตรียมรับมือไว้แล้วแหละครับถ้าไม่เจอจอเขียวถือว่าผมคือผู้โชคดี55555,,,,
1071,64b6c01aa4428eeea75320d3,เฟรมเรทตกเกี่ยวกับแบตเตอรี่ไมครับพี่,,,,
1072,64b6c01aa4428eeea7532106,ประกันเหลือ5เดือนย้ายจากi11 จอใหญ่เกิ๊นน,,,,
1073,64b6c01aa4428eeea753210b,ใช่ครับ กล้องก็คนละชุดแล้ว,,,,
1074,64b6c01aa4428eeea7532122,iphoneช้าสุดในค่ายแบรนด์จีนเน้นชาร์จไวแต่กล้องหน้าบางค่ายถ่ายวิดีโอ4Kไม่ได้แต่samsung iphoneถ่ายได้ไม่มีอะไรลงตัวทุกค่าย,,,,
1075,64b6c01aa4428eeea753212a,บอกรักโลกแต่ไม่ยอมผลิตโทรศัพท์ที่ชาจแบตโดยไม่พึ่งสายชาจเครื่องก็ราคาแพงแต่ทําไมไม่ยอมแถมสายชาจให้คนซื้อ ,,,,
1076,64b6c01aa4428eeea753222f,จอในเท่ากัน ,,,,
1077,64b6c01aa4428eeea753222f,เล่นเพียงนิ้วเดียวถั่วจอคนข้างๆแอบมองไม่ได้555 ,,,,
1078,64b6c01aa4428eeea753223b,สองจิตสองใจระหว่าง12 กับ13mini แต่เลือก13mini แรกๆจับไม่ถนัดเลย แต่กล้องคือดีมากเสียใจตอนซื้อไม่มีชมพู😭,,,,
1079,64b6c01aa4428eeea7532383,คนชอบจอเล็กน่าจะแฮปปี้มาก,,,,
1080,64b6c01aa4428eeea75323bd,จอของ 11 ก็ไม่มีปัญหาครับ,,,,
1081,64b6c01aa4428eeea75323d7,อยากจอใหญ่ใช้ ipad ดูหนัง เล่นเกม ,,,,
1082,64b6c01aa4428eeea7532403,ไอโฟน ก็เหมือน อินเทลอ่ะแม่งกั๊กแบตมึงจะกั๊กไปไหนคราฟฟ,,,,
1083,64b6c01aa4428eeea753245b,เรื่องแบต ,,,,
1084,64b6c01aa4428eeea7532525,ไอโฟน 11 ดีกว่าเห็นๆ ง่ายๆ ดูภาพหมาสิ ใช้ 12ถ่าย น้อนเฉยๆ พอเป็น 11 น้อนถึงกับหันมามองแล้วยิ้ม,,,,
1085,64b6c01aa4428eeea753255e,ถ้าสู้กันเรื่องแบต11ชนะครับ,,,,
1086,64b6c01aa4428eeea7532195,ถ่ายรูป​  ทำวีดิโอ​ ก​ล้อง​  ,,,,
1087,64b6c01aa4428eeea75321f6,กล้องดีจัด​,,,,
1088,64b6c01aa4428eeea7532289,เอาไปถ่ายงานภาพยนตร์หรืออะไรคือแย่ที่สุดเท่าที่จำทำได้,,,,
1089,64b6c01aa4428eeea753228f,พอดีมือแบตก็โอเครใช้ถึงวัน ,,,,
1090,64b6c01aa4428eeea75322fa,อีกจุดนึงที่ผมยังชอบอยู่คือ stabilization ของวีดีโอคือดีมากๆได้ทั้ง normal กับ wide ได้ฟีลน้องๆ hypersmooth ใน gopro เลย,,,,
1091,64b6c01aa4428eeea7532324,ถ้าจะซื้อไปเล่นเกมเอาตัวอื่นเถอะหน้าจอแค่ 5 นิ้วกว่ามันไม่เหมาะสมแล้วกับการเล่นเกมขนาดหน้าจอ 6.1 ยังคิดหนักเลยคิดให้ดีๆถ้าจะซื้อมาเล่นเกม,,,,
1092,64b6c01aa4428eeea7532335,แต่ถ้าได้ใช้กล้องซูม 12pm ก็ได้ประโยชน์มากกว่า,,,,
1093,64b6c01aa4428eeea75323dc,ขอบคุณสำหรับข้อมูลค่ะ หาอยู่พอดีชอบเริ่องแบตนี่แหละ ว่าจะไปซื้อรุ่นนี้ละ,,,,
1094,64b6c01aa4428eeea7532427,ดีทุกอย่างยกเว้นแบต!!! ,,,,
1095,64b6c01aa4428eeea7532454,แถมกลายเป็นภาระ ที่ซดแบตซะงั้น,,,,
1096,64b6c01aa4428eeea753197f,อย่กให้ออกจอใหญ่แบบ iphone8 plusDesign เดิมไม่เป็นไรเอาให้คนแก่ใช้ปุ่ม home เนี่ย  friendly กับคนแก่ low tech สุดแล้วนึกอะไรไม่ออก กด homeFace id  swipeไปมาเนี่ย คนเฒ่าคนแก่งง,,,,
1097,64b6c01aa4428eeea7531981,สำหรับคนชอบจอเล็ก ,,,,
1098,64b6c01aa4428eeea7531981,เล็กแต่จอนะครับ ,,,,
1099,64b6c01aa4428eeea7531981,เครื่องไม่ได้เล็ก (เทียบกับปัจจุบัน ขนาด 13 mini ตัวเครื่องเล็กกว่า แต่จอใหญ่กว่า),,,,
1100,64b6c01aa4428eeea7531b96,แบตเตอรี่น่าให้4500เหมือนรุ่นoppositeเขาบ้างเนาะ,,,,
1101,64b6c01aa4428eeea7531bf4,แบตอึดขึ้น,,,,
1102,64b6c01aa4428eeea753265d,ผมขายA73 5g มาเอาi12ตัวนี้ดีมั้ยตรับผมลองไปซื้อA73มาลองใช้ รู้ศึกมันไม่ใช้ เลยว่าจะขายผมชอบไอโฟสยู่แล้วเอามาเล่นทัวไปไม่เล่นเกมส์ถ่ายรูปนิดหน่อยถ่ายวีดีโอนิดหน่อย,,,,
1103,64b6c01aa4428eeea75326ee,ดีทั้ง2ครับ 12pmจะดีตรงจอใหญ่เเบตอึด ,,,,
1104,64b6c01aa4428eeea75326ee,ส่วน13จะได้กล้องเจนใหม่ชิพใหม่ ,,,,
1105,64b6c01aa4428eeea75327c6,ว่าจะซื้อi12โปรเเม็ค 5Gแบตก็ไหล ,,,,
1106,64b6c01aa4428eeea75327c6,จะซื้อ13โปรเเม็ค ก็เสี่ยงจอเขียว 14ก็เเพง,,,,
1107,64b6c01aa4428eeea75327f9,แบต ถ้ามันขึ้นบอกว่า 87% คือแบตเสียหรือว่ายังใช้ได้อยู่คะ  ,,,,
1108,64b6c01aa4428eeea75328cf,ขอสามกล้อง ฟิลลิ่ง อาต๋อยไตรภพครับ,,,,
1109,64b6c01aa4428eeea75328fb,อยากหนีจอโค้งครับ 😂,,,,
1110,64b6c01aa4428eeea75328fe,สิ่งที่อยากบ่นมีข้อติตามนี้ iPhone จอไม่สวยเลย ,,,,
1111,64b6c01aa4428eeea75328fe,ใครบอกจอสีตรงก็ใช่อาจจะตรงแต่มันไม่สวยไง 😂 กล้องโทนภาพชอบ SS มากกว่าถ่ายปุ๊บสวยเลย ,,,,
1112,64b6c01aa4428eeea75328fe,แต่ที่ประทับใจคือแบตอึดมากๆ,,,,
1113,64b6c01aa4428eeea753291a,12pm vs 13pm ต่างมั้ย (ตามสเปคแทบไม่ต่าง) แต่การใช้งานรวมๆ ต่างมาก (ไม่นับกล้องนะ เพราะความต่างมันน้อยเกิ้น)-13pm ควบคุม จัดการอุณหภูมิดีกว่า (หรือต่อให้เครื่องเกิดร้อน ,,,,
1114,64b6c01aa4428eeea753291a,หน้าจอก็ลดแสงลงมานิดเดียว ,,,,
1115,64b6c01aa4428eeea753291a,หน้าจอกระตุก ลดแสงลงจนมองอะไรแทบไม่เห็น เล่นเกมส์ได้ 2-3 เกมส์ เฟรมเรทตก กระตุก จอลดแสง ,,,,
1116,64b6c01aa4428eeea753291a,แทบจะปิดเกมส์ทิ้ง (ปิด 5g ใช้ wifi หรือ 4g ดีขึ้นมานิดนึง)-แบตเตอรี่ ,,,,
