,_id,textDisplay,likeCount,keyword_search,Brand,Overview sentiment,Features,is_sentiment_comment
1379,64b6c01aa4428eeea7531dbe,ดูดีกว่า  120Hz แอนดรอย เอนเกิ๊นนนน ,0,iPhone 13,Apple,pos,จอ:pos,TRUE
1380,64b6c01aa4428eeea7531dbe,ถ้าแค่จอสวย ก็ว่าไปอย่าง ,0,iPhone 13,Apple,neu,,TRUE
1381,64b6c01aa4428eeea7531dbe,ไม่เถียง,0,iPhone 13,Apple,neu,,TRUE
1382,64b6c01aa4428eeea7531dc0,เป็นผมซื้อ13มินิครับ 12แบตมันเสื่อมเร็วมาก,0,iPhone 13,Apple,neg,แบต:neg,TRUE
1383,64b6c01aa4428eeea7531dd1,กำลังลังเลเลย ,26,iPhone 13,Apple,neu,,TRUE
1384,64b6c01aa4428eeea7531dd1,เพราะโอเคกับขนาดทั้งคู่ 13&mini แต่เทียบดูแล้วเหมือนขอบจอด้านข้างมินิจะเล็กกว่า แต่ยังไม่ชัวร์เรื่องแบต,26,iPhone 13,Apple,pos,,TRUE
1385,64b6c01aa4428eeea7531dd8,ขนาดสภาพโครตสมบูรณ์ ,2,iPhone 13,Apple,pos,,TRUE
1389,64b6c01aa4428eeea7531e21,หน้าจอ60หรือไป120จะคุ้มกว่าครับกับราคาที่ต่างกัน9000,6,iPhone 13,Apple,neu,,TRUE
1390,64b6c01aa4428eeea7531e24,ปัญหาที่ดูวีดีโอแล้วกระตุกติดๆดับๆ ,0,iPhone 13,Apple,neg,,TRUE
1392,64b6c01aa4428eeea7531e37,ยกตัวอย่างบอก v21d อย่างนู้นอย่างนี้ดีกว่า iPhone ไปๆมาๆไอโฟน 13 ออก ไอโฟน 13ดีกว่าสรุปตัดสินใจไม่ถูก ,3,iPhone 13,Apple,pos,,TRUE
1393,64b6c01aa4428eeea7531e37,อวยยจนงงชอบโทรศัพท์ถ่ายรูปและวีดีโอ,3,iPhone 13,Apple,neg,,TRUE
1394,64b6c01aa4428eeea7531e42,ยกตัวอย่างง่ายๆคงเป็นเทคโนโลยีทั่วไปที่ไอโฟนทำได้แต่ไม่ทำให้ครับ ,0,iPhone 13,Apple,neu,,TRUE
1395,64b6c01aa4428eeea7531e42,ชาร์จไวอันนี้ไม่แน่ใจแต่คิดว่าไอโฟนน่าจะทำได้แต่ไม่ได้ให้มา(หรืออาจจะยังทำไม่ได้) ก็คือไม่ได้ให้สิ่งที่ดีที่สุดในวันนี้อ่ะครับ ,0,iPhone 13,Apple,neu,,TRUE
1396,64b6c01aa4428eeea7531e42,ถ้าไม่โอเคที่ผมพูดก็ข้ามๆไปครับ ,0,iPhone 13,Apple,neu,,TRUE
1400,64b6c01aa4428eeea7531e4d,พอใจกับกล้องและแบตมากเลยครับ ,45,iPhone 13,Apple,pos,"กล้อง:pos,แบต:pos",TRUE
1402,64b6c01aa4428eeea7531ea6,ทั้งๆที่สิ่งที่ apple ให้มา สามารถใช้ได้จริงและดีกว่า ,0,iPhone 13,Apple,pos,,TRUE
1403,64b6c01aa4428eeea7531eac,ชอบจอเล็ก ,0,iPhone 13,Apple,pos,จอ:pos,TRUE
1404,64b6c01aa4428eeea7531eac,เน้นพกง่าย ,0,iPhone 13,Apple,neu,,TRUE
1405,64b6c01aa4428eeea7531eac,ดีครับ,0,iPhone 13,Apple,pos,,TRUE
1406,64b6c01aa4428eeea7531eaf,เห็นเล็กๆแบบนั้นแบตอึดใช้ได้เลยนะครับ,0,iPhone 13,Apple,pos,แบต:pos,TRUE
1407,64b6c01aa4428eeea7531eb5,กล้อง i12 pro max กินขาดครับ ,1,iPhone 13,Apple,pos,กล้อง:pos,TRUE
1408,64b6c01aa4428eeea7531eb5,แต่ชิปกับ 5G   i13 เหนือกว่า,1,iPhone 13,Apple,pos,,TRUE
1410,64b6c01aa4428eeea7531ed5,ถ้าไม่มีเรื่องจอเขียวมา ก็คงเลือกไม่ยากค่ะ ฮือ 😖😖,0,iPhone 13 Pro,Apple,neg,จอ:neg,TRUE
1411,64b6c01aa4428eeea7531ed8,จอนเเรกก็ว่า 13 pro คุ้มเเต่ตอนนี้จอเขียวจอขาว ,1,iPhone 13 Pro,Apple,neg,จอ:neg,TRUE
1412,64b6c01aa4428eeea7531ed8,เอ่อ..14 ก็ดีนะ,1,iPhone 13 Pro,Apple,pos,,TRUE
1413,64b6c01aa4428eeea7531ed9,ซื้อ 14 px  มา แล้ว 🎉 14 px ดี กว่า 🎉  กล้อง 🎥 48 ล้าน ,0,iPhone 13 Pro,Apple,pos,,TRUE
1414,64b6c01aa4428eeea7531edc,ตอนนี้​ปัญหาไอโฟน13หน้าจอม่วงครับ​ ,2,iPhone 13 Pro,Apple,neg,จอ:neg,TRUE
1417,64b6c01aa4428eeea7531ede,ส่วนตัวชอบสามกล้อง ตำเลยค่ะ13โปร 55555555,1,iPhone 13 Pro,Apple,pos,กล้อง:pos,TRUE
1418,64b6c01aa4428eeea7531ee3,สำหรับผมมันเป็นโรคจิตเพราะความซวย ดันไปซื้อจอคอม 144Hz มาใช้ซะชิน  ,3,iPhone 13 Pro,Apple,neu,,TRUE
1420,64b6c01aa4428eeea7531ee3,มันยังไม่ลื่นเท่าเลย,3,iPhone 13 Pro,Apple,neg,,TRUE
1421,64b6c01aa4428eeea7531ee9,มันไม่ปกติเวลาขายมือ2ราคาตกแน่นอนขายยากถึงเปลี่ยนจอมาก็มีโอกาสกับมาเป็นอีกค่สเปลี่ยนจอ15000,1,iPhone 13 Pro,Apple,neu,,TRUE
1422,64b6c01aa4428eeea7531eec,มันฟินมากนะครับ ผมมาจาก11pm มาเพื่อ120hzโดยเฉพาะ,3,iPhone 13 Pro,Apple,pos,,TRUE
1423,64b6c01aa4428eeea7531eee,เลือก13pro max มือ2คับถูกกว่าดีกว่าจอใหญุ่กว่า,0,iPhone 13 Pro,Apple,neg,จอ:neg,TRUE
1427,64b6c01aa4428eeea7531f0e,13 pro คุ้มกว่านะผมว่า ได้กล้องเพิ่มมา 120Hz,2,iPhone 13 Pro,Apple,pos,,TRUE
1429,64b6c01aa4428eeea7531f14,ลองแล้วจะติดใจ,0,iPhone 13 Pro,Apple,pos,,TRUE
1430,64b6c01aa4428eeea7531f17,กลั้นใจซื้อกะจะใช้ไปยาวๆ แบตอึด ,0,iPhone 13 Pro,Apple,pos,แบต:pos,TRUE
1431,64b6c01aa4428eeea7531f17,กล้องดีมาก ,0,iPhone 13 Pro,Apple,pos,กล้อง:pos,TRUE
1432,64b6c01aa4428eeea7531f17,ชอบสกินโทน 13 ไปลองกล้อง14 ,0,iPhone 13 Pro,Apple,pos,กล้อง:pos,TRUE
1434,64b6c01aa4428eeea7531f21,ได้ใช้ตลอดเวลาฟินกว่าเยอะ ,2,iPhone 13 Pro,Apple,pos,,TRUE
1435,64b6c01aa4428eeea7531f2d,เกมนิดหน่อย)ได้ประมาน 7-8ชม. แต่ถ้าทำงานไม่ค่อยได้ใช้ก็อยู่ได้ทั้งวันครับ,0,iPhone 13 Pro,Apple,pos,,TRUE
1436,64b6c01aa4428eeea7531f31,พึ่งถอย 13pro256 มือ1 ชั่งใจ 14 เหมือนกันแต่แค่จอ13pro 120hz ก็คุ้มกว่าแล้ว ,3,iPhone 13 Pro,Apple,pos,,TRUE
1437,64b6c01aa4428eeea7531f31,😄(แถมสีของiphoneรุ่นโปรก็ดูหรูกว่าตัวธรรมดามาก),3,iPhone 13 Pro,Apple,pos,,TRUE
1438,64b6c01aa4428eeea7531f36,แค่จอ 120h ก็กินขาดแล้ว ,0,iPhone 13 Pro,Apple,pos,จอ:pos,TRUE
1439,64b6c01aa4428eeea7531f36,เลือกไม่ยากเรย,0,iPhone 13 Pro,Apple,neu,,TRUE
1441,64b6c01aa4428eeea7531f5e,ถ้าเน้นเกมก็ 14pm นั้นเเหละเเต่สําหรับ cpu ตัวใหม่มันยังไม่เสถียรมีกระตุก rov ก็ 30-40fps สต ว่าเกมเเนะนํา13pm อยู่ ,0,iPhone 13 Pro,Apple,neu,,TRUE
1443,64b6c01aa4428eeea7531f62,แค่จอ 120Hz ก็คุ้มแล้ววววววววว ,1,iPhone 13 Pro,Apple,pos,จอ:pos,TRUE
1445,64b6c01aa4428eeea7531f66,ผมก็จัด13pm  32k แบต99 ประกันถึงปีหน้าคุ้มเลย,1,iPhone 13 Pro,Apple,pos,,TRUE
1446,64b6c01aa4428eeea7531f72,13proครับ 3กล้องสาวชอบ 2กล้องเชยเเล้วสาวไม่มอง,2,iPhone 13 Pro,Apple,pos,กล้อง:pos,TRUE
1447,64b6c01aa4428eeea7531f7e,เรื่องแบต 13proแบตอึดกว่านะ,0,iPhone 13 Pro,Apple,pos,แบต:pos,TRUE
1448,64b6c01aa4428eeea7531f7f,ผมใช่14ว่าอึดแล้วนะนี่,0,iPhone 13 Pro,Apple,neu,,TRUE
1449,64b6c01aa4428eeea7531f83,แต่ว่าถ้าชอบจริงๆคือ13proเหตุผลคือ 1.มันได้คำว่าpro 2.จอ120 3.มันเสถียรพอๆกัน 4.กล้องเยอะกว่าข้อเสียคือ 1.มันไม่มีออโตโฟกัสกล้องหน้า 2.ตอนนี้มันก็เริ่มเก่าและต้องไปหาที่ศูนย์เครือข่าย​หรือมือ2 3.แบตน้อยกว่า14 4.พอร์ตเป็น ไลท์นิ่ง.....แต่ถ้าไม่ซีเรื่องข้อเสีย ,82,iPhone 13 Pro,Apple,neu,กล้อง:neg,TRUE
1450,64b6c01aa4428eeea7531f83,มันดีมากส่วน 14 ผมก็ชอบนะ ,82,iPhone 13 Pro,Apple,pos,,TRUE
1452,64b6c01aa4428eeea7531f83,proดีกว่า,82,iPhone 13 Pro,Apple,pos,,TRUE
1453,64b6c01aa4428eeea7531f8e,13 pro ดีกว่า ,2,iPhone 13 Pro,Apple,pos,,TRUE
1454,64b6c01aa4428eeea7531f9e,คนตัดน่าจะเบลอเพราะดูจากรอยบากกับความบางของขอบจอ,1,iPhone 13 Pro,Apple,neu,,TRUE
1455,64b6c01aa4428eeea7531fa0,ผมว่าราคาตกกว่านี้เยอะขายยากด้วยหมดประกันจอเขียวจอขาวเปลี่ยนจอ15000 ,0,iPhone 13 Pro,Apple,neu,,TRUE
1456,64b6c01aa4428eeea7531fa0,คงไม่มีใครกล้าซื้อมือสอง,0,iPhone 13 Pro,Apple,neu,,TRUE
1458,64b6c01aa4428eeea7531fc1,ภาพโคตรแตกเลยครับ ,0,iPhone 13 Pro,Apple,neg,กล้อง:neg,TRUE
1459,64b6c01aa4428eeea7531fc1,ขอบคุณครับ😊,0,iPhone 13 Pro,Apple,neu,,TRUE
1460,64b6c01aa4428eeea7531fde,10:00 ตอบให้เลยครับแบตเตอรี่ครับ ความร้อนกับแบตเตอรี่มีผลต่อการใช้งานครับ,0,iPhone 13 Pro Max,Apple,neu,แบต:neu,TRUE
1462,64b6c01aa4428eeea7531fe0,13คุ้มใหม,1,iPhone 13 Pro Max,Apple,neu,,TRUE
1464,64b6c01aa4428eeea7531fe6,เรื่องจอเขียวหายยังค่ะ,0,iPhone 13 Pro Max,Apple,neu,,TRUE
1465,64b6c01aa4428eeea7531fea,ทีแรกตัดสินใจว่า14pm or -13pm ดี 14 pm พอเห็นอัดหน้าจอแล้วอีติ่งโผล่ด้วยในคลิป จบเลยจ้า ไป13 pm,1,iPhone 13 Pro Max,Apple,neg,จอ:neg,TRUE
1466,64b6c01aa4428eeea7531ffb,จะย้ายจากSSมาไอโฟน ,0,iPhone 13 Pro Max,Apple,neu,,TRUE
1467,64b6c01aa4428eeea7531ffb,เพราะชอบถ่ายวีดีโอกันสั่นดีกว่า ,0,iPhone 13 Pro Max,Apple,pos,กล้อง:pos,TRUE
1470,64b6c01aa4428eeea7532006,แต่งรูปก็ง่ายกดแป๊ะเดียวจบเลย ,3,iPhone 13 Pro Max,Apple,pos,,TRUE
1472,64b6c01aa4428eeea753200d,ยังไม่เจอปัญหาใดๆ ใช้ลื่นมาก ,2,iPhone 13 Pro Max,Apple,pos,,TRUE
1473,64b6c01aa4428eeea753200d,กล้องสวย ,2,iPhone 13 Pro Max,Apple,pos,กล้อง:pos,TRUE
1474,64b6c01aa4428eeea753200d,ส่วนตัวชอบ❤️,2,iPhone 13 Pro Max,Apple,pos,,TRUE
1475,64b6c01aa4428eeea7532011,เราคิดว่าเคลมได้นะคะ ,1,iPhone 13 Pro Max,Apple,neu,,TRUE
1477,64b6c01aa4428eeea7532011,เพราะถ้าคนที่ไม่รู้แล้วไปส่งศูนย์ปกติคือเขาไม่เคลมให้ค่ะ ,1,iPhone 13 Pro Max,Apple,neu,,TRUE
1480,64b6c01aa4428eeea7532013,เท่าที่ศูนย์แจ้งเราคือเครื่องไม่ชื้นแล้วก็ไม่มีความเสียหายทั้งในตัวเครื่องและนอกตัวเครื่องนอกจากตัวจอที่ขึ้นสีเขียว/ขาว หรือสีอื่นๆ ,1,iPhone 13 Pro Max,Apple,neu,,TRUE
1483,64b6c01aa4428eeea7532015,ดีทุกอย่างยกเว้นปัญหาจอเขียวนี่แหละ พึ่งได้มือถือที่ส่งเคลมจอเขียวมาเมื่ออาทิตย์ก่อนเองค่ะ ,0,iPhone 13 Pro Max,Apple,neg,จอ:neg,TRUE
1484,64b6c01aa4428eeea7532015,ใช้มาประมาณ 1 ปี 6 เดือนเอง แต่ยังดีที่ Apple เคลมให้ฟรีถึงจะหมดประกันไปแล้ว ,0,iPhone 13 Pro Max,Apple,pos,,TRUE
1485,64b6c01aa4428eeea7532015,ไม่งั้นค่าเปลี่ยนจอคืออ่วมเลยยยยยยย ,0,iPhone 13 Pro Max,Apple,neg,,TRUE
1486,64b6c01aa4428eeea753201a,แต่เรื่องแบต 13 pro กินขาดเลยจริงๆค่ะ   นี่ถ้าเป็นpro max คงจะโครตอึดเลย  ,2,iPhone 13 Pro Max,Apple,pos,แบต:pos,TRUE
1487,64b6c01aa4428eeea753201a,แต่ทุนมีพอแค่  13 pro  ไป13 pro max  ไม่ไหวค่ะ    แค่นี้ถือว่าคุ้มมากเลยค่ะ ,2,iPhone 13 Pro Max,Apple,pos,,TRUE
1490,64b6c01aa4428eeea753203c,เพราะมันหนักกว่า 5s ที่ใช้ก่อนหน้านี้ ,9,iPhone 13 Pro Max,Apple,neu,,TRUE
1491,64b6c01aa4428eeea753203c,กะว่าพังจะได้เปลี่ยน แต่ตลอดมาจนนาทีนี้ จอเขียวก็ไม่มี ,9,iPhone 13 Pro Max,Apple,neu,,TRUE
1492,64b6c01aa4428eeea753203c,เซ็งมาก ,9,iPhone 13 Pro Max,Apple,neg,,TRUE
1494,64b6c01aa4428eeea753204b,ขอบคุณครับ,0,iPhone 13 Pro Max,Apple,,,TRUE
1497,64b6c01aa4428eeea753205b,หนีปายย จอพัง ,0,iPhone 13 Pro Max,Apple,neg,จอ:neg,TRUE
1498,64b6c01aa4428eeea753205b,จอสีจืด ,0,iPhone 13 Pro Max,Apple,neg,จอ:neg,TRUE
1499,64b6c01aa4428eeea753205b,แพงก็แพง s22 ultraกิน ,0,iPhone 13 Pro Max,Apple,neg,,TRUE
1500,64b6c01aa4428eeea753205b,จอพังอีก เลยรีบขายทิ้ง ,0,iPhone 13 Pro Max,Apple,neg,จอ:neg,TRUE
1501,64b6c01aa4428eeea753205b,ดีที่ราคาไม่ตกมาก มา s22ultra ,0,iPhone 13 Pro Max,Apple,,,TRUE
1502,64b6c01aa4428eeea753205b,ดีกว่ามาก ,0,iPhone 13 Pro Max,Apple,,,TRUE
1503,64b6c01aa4428eeea753205b,จอดีกว่าแบบคนละเรื่อง สีสัน ความคม ความเต็มตา  และกล้อง บอกได้ดีกว่า ,0,iPhone 13 Pro Max,Apple,,,TRUE
1504,64b6c01aa4428eeea753205b,โดยเฉพาะ ถ่ายที่มืด ย้อนแสง ไอโฟน ยังไม่เก่งในเรื่องนี้,0,iPhone 13 Pro Max,Apple,,,TRUE
1505,64b6c01aa4428eeea7532068,ระวังทำหล่นล้วกันครับ ,0,iPhone 13 Pro Max,Apple,neu,,TRUE
1506,64b6c01aa4428eeea7532068,ผมเคยซื้อมาเดิอนเดียวร่วงจอแตกยับ ,0,iPhone 13 Pro Max,Apple,neg,จอ:neg,TRUE
1507,64b6c01aa4428eeea7532068,ซ่อมไปเป็ยหมื่นและไม่เคยเหมือนเดิมอีกเลย,0,iPhone 13 Pro Max,Apple,neg,,TRUE
1508,64b6c01aa4428eeea7532069,ดีมากๆ ครับ เครื่องหนักจริงๆ ,2,iPhone 13 Pro Max,Apple,pos,,TRUE
1512,64b6c01aa4428eeea753206b,ดีครับ แบตอึด แต่หนักครับ,0,iPhone 13 Pro Max,Apple,pos,แบต:pos,TRUE
1513,64b6c01aa4428eeea753206c,ซื้อ 13 PM มาปีนึงด้วยเงินเก็บทั้งหมดที่มี เป็นโทรศัพท์ที่แพงที่สุดเท่าที่เคยซื้อมา แต่ใช้แล้วโคตรภูมิใจเลย ,76,iPhone 13 Pro Max,Apple,pos,,TRUE
1514,64b6c01aa4428eeea753206c,เพราะประสิทธิภาพกับราคานี้มันดีจริงๆ ,76,iPhone 13 Pro Max,Apple,pos,,TRUE
1516,64b6c01aa4428eeea753206c,รู้สึกเฉยยิ่งกว่า ตอบโจทย์ได้ดีสุด ,76,iPhone 13 Pro Max,Apple,pos,,TRUE
1517,64b6c01aa4428eeea753206c,เรื่องชาร์จสำหรับเราก็ไม่ได้ช้ามากนะ ,76,iPhone 13 Pro Max,Apple,,,TRUE
1518,64b6c01aa4428eeea753206c,ถ้าเทียบกับความอึดของมัน ,76,iPhone 13 Pro Max,Apple,,,TRUE
1519,64b6c01aa4428eeea753206c,ใช้ได้ข้ามวันสบายๆ ,76,iPhone 13 Pro Max,Apple,,,TRUE
1521,64b6c01aa4428eeea753206e,13 pro max สำหรับคนอื่นดี แต่สำหรับผมเสียความรู้สึกสุดๆ ,1,iPhone 13 Pro Max,Apple,neg,,TRUE
1522,64b6c01aa4428eeea753206e,ประกันหมด10วัน จอเขียว ไปiservice บอกประกันหมดทำใจ ,1,iPhone 13 Pro Max,Apple,neg,จอ:neg,TRUE
1524,64b6c01aa4428eeea753206e,มันไม่ใช้ความผิดคนใช้แท้ๆ แต่ด้วยว่าicare จังหวัดที่อยู่ไม่มีเลย ,1,iPhone 13 Pro Max,Apple,neg,,TRUE
1525,64b6c01aa4428eeea753206e,ไปiservice บอกต้องรอคิวประมาณ2-3เดือน ,1,iPhone 13 Pro Max,Apple,neg,,TRUE
1527,64b6c01aa4428eeea753206f,มันมีข้อเสียเล็กน้อยคือ Zoom Zoom และถ่ายภาพที่มีแสงสะท้อนได้ค่อนข้างแย่,0,iPhone 13 Pro Max,Apple,neg,กล้อง:neg,TRUE
1528,64b6c01aa4428eeea7532071,@คม รา บวย ส่วนตัวชอบนะครับ ผมซื้อ 14plus ,1,iPhone 13 Pro Max,Apple,,,TRUE
1529,64b6c01aa4428eeea7532071,14pro max เพราะแพงด้วย ,1,iPhone 13 Pro Max,Apple,,,TRUE
1530,64b6c01aa4428eeea7532071,#NAME?,1,iPhone 13 Pro Max,Apple,,,TRUE
1531,64b6c01aa4428eeea7532071,แต่โดยรวมผมชอบนะ,1,iPhone 13 Pro Max,Apple,,,TRUE
1533,64b6c01aa4428eeea7532077,ยิ่งเล่นเกม 11PM แบตอึดมากๆ ,1,iPhone 13 Pro Max,Apple,,,TRUE
1534,64b6c01aa4428eeea7532077,ไม่เจ็บ ,1,iPhone 13 Pro Max,Apple,,,TRUE
1535,64b6c01aa4428eeea7532077,ผมตอนนี้เล่นเกมนานๆเจ็บมือมาก แต่ 11PM ไม่มี 5G ถ้าคุณใช้โปร 4G ก็จัดเลย ,1,iPhone 13 Pro Max,Apple,neg,,TRUE
1538,64b6c01aa4428eeea7532079,จอยังไม่เขียว(เพราะชาร์จแค่วันละครั้ง) เทียบกับแอนดรอยด์ที่แคยใช้มา Mi11TPro Mi11T OppoFindX3Pro SamsungNote10Plus Note20Ultra S21Plus A52s A72 ให้สูสีแค่ Mi11T แต่แบตหมดไวกว่า 13PM และจอสีสวยไม่เท่า ,12,iPhone 13 Pro Max,Apple,pos,"แบต:pos,จอ:pos",TRUE
1539,64b6c01aa4428eeea7532079,ส่วนรุ่นอื่นๆก็ดีแต่ไม่สุดเท่า 13PM ,12,iPhone 13 Pro Max,Apple,pos,,TRUE
1540,64b6c01aa4428eeea753207a,ซื้อ 13pm มาก่อนจะมีปัญหาจอเขียว ,0,iPhone 13 Pro Max,Apple,neu,,TRUE
1541,64b6c01aa4428eeea753207a,ตอนนี้เริ่มกังวลอยู่เหมือนกัน ,0,iPhone 13 Pro Max,Apple,neg,,TRUE
1542,64b6c01aa4428eeea753207a,จะตัดสินใจขายตอนนี้หรือจะใช้ต่อดี ,0,iPhone 13 Pro Max,Apple,neu,,TRUE
1543,64b6c01aa4428eeea7532081,มีปัญหาทั้ง13และ14เลย ,3,iPhone 13 Pro Max,Apple,neg,,TRUE
1544,64b6c01aa4428eeea7532081,แล้วการันตีว่าเป็นทุกเครื่อง ,3,iPhone 13 Pro Max,Apple,neu,,TRUE
1545,64b6c01aa4428eeea7532081,ขึ้นอยู่กับว่าจะเป็นเร็วหรือเป็นช้า ,3,iPhone 13 Pro Max,Apple,neu,,TRUE
1547,64b6c01aa4428eeea7532081,ไม่คุ้มค่า ,3,iPhone 13 Pro Max,Apple,neg,,TRUE
1549,64b6c01aa4428eeea7532084,จอเขียวอ่ะดิหมดประกันปุ๊ปเล่นงานกุเลย​  ,1,iPhone 13 Pro Max,Apple,neg,จอ:neg,TRUE
1550,64b6c01aa4428eeea7532084,แต่คนใช้แล้วไม่เจอปัญหา​นี้ก็มีนะ​ ,1,iPhone 13 Pro Max,Apple,neu,,TRUE
1552,64b6c01aa4428eeea753208e,ดีจริงครับ ,0,iPhone 13 Pro Max,Apple,pos,,TRUE
1554,64b6c01aa4428eeea7532094,แบตเหลือ72-78ส่วนตัวผมโอเค ถือว่าใช้งานระยะยาวเลย,7,iPhone 13 Pro Max,Apple,pos,แบต:neu,TRUE
1558,64b6c01aa4428eeea75320ae,ลองไปถ่ายรูปดูตัวจริงที่ศูนย์ดีกว่าครับ ,1,iPhone 13 Pro Max,Apple,neu,กล้อง:neu,TRUE
1561,64b6c01aa4428eeea75320bc,เป็นคนที่ใช้13pm ใช้ไป1ปี3เดือน เป็นรุ่นที่ชอบมากกล้องสวยแบตอึดทุกอย่างดีหมด แต่ดันมาเจอจอเขียว ก่อนไปเครมหาข้อมูลเยอะมาก ,61,iPhone 13 Pro Max,Apple,pos,"กล้อง:pos,แบต:pos,จอ:neg",TRUE
1562,64b6c01aa4428eeea75320bc,สุดท้ายพยายามเคลมแล้วแต่เคลมไม่ได้ ,61,iPhone 13 Pro Max,Apple,neg,,TRUE
1563,64b6c01aa4428eeea75320bc,เราเป็นคนซื้อกับราคาเท่านี้มันไม่คุ้มเสียเลยเอาจริงๆ ,61,iPhone 13 Pro Max,Apple,neg,,TRUE
1564,64b6c01aa4428eeea75320bc,ปล.ตอนไปเช็คศุนย์คนพังเยอะมากคนก่อนหน้าที่รอคิวจอเขียวไปแล้วสามคน ,61,iPhone 13 Pro Max,Apple,neg,จอ:neg,TRUE
1566,64b6c01aa4428eeea75320bc,ยังเจ็บใจไม่หายเลย,61,iPhone 13 Pro Max,Apple,neg,,TRUE
1567,64b6c01aa4428eeea75320cc,ถ้าจอเขียวละเคลมไม่ได้ขึ้นมา ,0,iPhone 13 Pro Max,Apple,neu,จอ:neg,TRUE
1569,64b6c01aa4428eeea75320ce,ยืนยันอีกเสียงเรื่องแบตโคตรอึดจริง ,2,iPhone 13 Pro Max,Apple,pos,แบต:pos,TRUE
1570,64b6c01aa4428eeea75320ce,ไม่จกตา👍👍👍จากใจคนใช้ทั้งวัน ,2,iPhone 13 Pro Max,Apple,pos,,TRUE
1571,64b6c01aa4428eeea75320d2,ซื้อไปเจอจอเขียว จะซวยสุดเช่นกัน ,0,iPhone 13 Pro Max,Apple,neg,จอ:neg,TRUE
1574,64b6c01aa4428eeea75320db,ให้มันดีขึ้นกว่านี้,0,iPhone 13 Pro Max,Apple,,,TRUE
1575,64b6c01aa4428eeea75320dc,@Mon Cus 13pm เตอะครับ แบตถึกว่า จอใหญ่กว่าๆๆๆ ,0,iPhone 13 Pro Max,Apple,pos,"แบต:pos,จอ:pos",TRUE
1576,64b6c01aa4428eeea75320dc,ถ้าไม่สนใจกล้อง 13pm win จากคนเคยใช้ 14p,0,iPhone 13 Pro Max,Apple,pos,กล้อง:neu,TRUE
1577,64b6c01aa4428eeea75320e1,จริงคะ​ ใช้ดีมาก​ ,1,iPhone 13 Pro Max,Apple,pos,,TRUE
1578,64b6c01aa4428eeea75320e1,สวยทุกแบบ,1,iPhone 13 Pro Max,Apple,pos,,TRUE
1581,64b6c01aa4428eeea75320ed,13 pro แบตอึดกว่า,0,iPhone 13 Pro Max,Apple,pos,แบต:pos,TRUE
1582,64b6c01aa4428eeea75320f4,ตอนนี้จะตัดสินใจซื้อ แต่กลัวจอเขียวอย่างเดียวเลย😢,2,iPhone 13 Pro Max,Apple,neg,จอ:neg,TRUE
1583,64b6c01aa4428eeea7532101,จอเขียวไม่น่าใช้เลย,2,iPhone 13 Pro Max,Apple,neg,จอ:neg,TRUE
1584,64b6c01aa4428eeea7532106,ใช่ ผมซื้อมือสองมาก็เรทราคานี้ ,0,iPhone 13 Pro Max,Apple,neu,,TRUE
1587,64b6c01aa4428eeea7532126,13proที่ซื้อเมื่อปีก่อนรวมๆผมว่าคุ้มค่ามากนะ ,7,iPhone 13 Pro Max,Apple,pos,,TRUE
1588,64b6c01aa4428eeea7532126,ไม่แพงเกินแบบปีนี้ ,7,iPhone 13 Pro Max,Apple,neu,,TRUE
1589,64b6c01aa4428eeea7532126,กล้องสวย ,7,iPhone 13 Pro Max,Apple,pos,กล้อง:pos,TRUE
1590,64b6c01aa4428eeea7532126,สีสวย แต่ไม่มีไอแลน รวมๆมองว่าคุ้มมาก,7,iPhone 13 Pro Max,Apple,pos,,TRUE
1591,64b6c01aa4428eeea753212a,บอกรักโลกแต่ไม่ยอมผลิตโทรศัพท์ที่ชาจแบตโดยไม่พึ่งสายชาจเครื่องก็ราคาแพงแต่ทําไมไม่ยอมแถมสายชาจให้คนซื้อ ,2,iPhone 13 Pro Max,Apple,neg,,TRUE
1593,64b6c01aa4428eeea7532135,เรื่องกล้อง สวย ละมุน ครับ,0,iPhone 13 Pro Max,Apple,pos,กล้อง:pos,TRUE
1594,64b6c01aa4428eeea753213a,แบต / จอ / ความสะดวกสบายในการใช้มือเดียวที่ต่างกัน,0,iPhone 13 Pro Max,Apple,neu,,TRUE
1595,64b6c01aa4428eeea7532140,ถ้าเป็นงั้นผมไม่เอาดีกว่า,0,iPhone 13 Pro Max,Apple,neg,,TRUE
1596,64b6c01aa4428eeea7532144,คือ  ปัญหาจอเขียว ผมก็เจอ ใช้ได้ 10 เดือนคือจอพังใช้ถนอมทุกอย่าง ,30,iPhone 13 Pro Max,Apple,neg,จอ:neg,TRUE
1597,64b6c01aa4428eeea7532144,ดีว่าอยู่ในประกัน ,30,iPhone 13 Pro Max,Apple,neu,,TRUE
1598,64b6c01aa4428eeea7532144,ใช้จนครบปี ,30,iPhone 13 Pro Max,Apple,neu,,TRUE
1599,64b6c01aa4428eeea7532144,แคร์พลัส เพราะ 14 pm ไม่ได้ว้าวขนาดนั้น ,30,iPhone 13 Pro Max,Apple,,,TRUE
1600,64b6c01aa4428eeea7532144,แล้วประสพการณ์การใช้งาน13 pm คือตอบโจทย์การใช้งานส่วนตัว ,30,iPhone 13 Pro Max,Apple,pos,,TRUE
1601,64b6c01aa4428eeea753214f,กลัวจอเขียวครับ,2,iPhone 13 Pro Max,Apple,neg,จอ:neg,TRUE
